Title,Acronym,source,rank,core_id
IEEE International Augmented Reality Toolkit Workshop,IARTW,CORE2017,C,624
IEEE International Augmented Reality Toolkit Workshop,IARTW,CORE2014,C,624
IEEE International Augmented Reality Toolkit Workshop,IARTW,CORE2013,C,624
IEEE International Augmented Reality Toolkit Workshop,IARTW,ERA2010,C,624
IEEE International Conference and Workshop on the Engineering of Computer Based Systems,ECBS,CORE2018,B,625
IEEE International Conference and Workshop on the Engineering of Computer Based Systems,ECBS,CORE2017,B,625
IEEE International Conference and Workshop on the Engineering of Computer Based Systems,ECBS,CORE2014,B,625
IEEE International Conference and Workshop on the Engineering of Computer Based Systems,ECBS,CORE2013,B,625
IEEE International Conference and Workshop on the Engineering of Computer Based Systems,ECBS,ERA2010,B,625
IEEE International Conference and Workshop on the Engineering of Computer Based Systems,ECBS,CORE2008,B,625
IEEE International Conference on 3D Systems Integration (combines ASET & 3D),IEEE 3D IC,ERA2010,C,626
IEEE International Conference on Adaptive and Intelligent Systems,ICAIS,CORE2018,C,627
IEEE International Conference on Adaptive and Intelligent Systems,ICAIS,CORE2017,C,627
IEEE International Conference on Adaptive and Intelligent Systems,ICAIS,CORE2014,C,627
IEEE International Conference on Adaptive and Intelligent Systems,ICAIS,CORE2013,C,627
IEEE International Conference on Adaptive and Intelligent Systems,ICAIS,ERA2010,C,627
IEEE International Conference on Advanced Learning Technologies,ICALT,CORE2021,B,628
IEEE International Conference on Advanced Learning Technologies,ICALT,CORE2018,B,628
IEEE International Conference on Advanced Learning Technologies,ICALT,CORE2017,B,628
IEEE International Conference on Advanced Learning Technologies,ICALT,CORE2014,B,628
IEEE International Conference on Advanced Learning Technologies,ICALT,CORE2013,B,628
IEEE International Conference on Advanced Learning Technologies,ICALT,ERA2010,B,628
IEEE International Conference on Advanced Learning Technologies,ICALT,CORE2008,A,628
IEEE International Conference on Automatic Face and Gesture Recognition,FG,CORE2021,C,629
IEEE International Conference on Automatic Face and Gesture Recognition,FG,CORE2020,C,629
IEEE International Conference on Automatic Face and Gesture Recognition,FG,CORE2018,C,629
IEEE International Conference on Automatic Face and Gesture Recognition,FG,CORE2017,C,629
IEEE International Conference on Automatic Face and Gesture Recognition,FG,CORE2014,C,629
IEEE International Conference on Automatic Face and Gesture Recognition,FG,CORE2013,C,629
IEEE International Conference on Automatic Face and Gesture Recognition,FG,ERA2010,C,629
IEEE International Conference on Autonomic Computing,ICAC,CORE2021,B,630
IEEE International Conference on Autonomic Computing,ICAC,CORE2020,B,630
IEEE International Conference on Autonomic Computing,ICAC,CORE2018,B,630
IEEE International Conference on Autonomic Computing,ICAC,CORE2017,B,630
IEEE International Conference on Autonomic Computing,ICAC,CORE2014,B,630
IEEE International Conference on Autonomic Computing,ICAC,CORE2013,B,630
IEEE International Conference on Autonomic Computing,ICAC,ERA2010,B,630
IEEE International Conference on Cloud Computing,CLOUD,CORE2021,B,631
IEEE International Conference on Cloud Computing,CLOUD,CORE2020,B,631
IEEE International Conference on Cloud Computing,CLOUD,CORE2018,B,631
IEEE International Conference on Cloud Computing,CLOUD,CORE2017,B,631
IEEE International Conference on Cloud Computing,CLOUD,CORE2014,B,631
IEEE International Conference on Cloud Computing,CLOUD,CORE2013,B,631
IEEE International Conference on Cloud Computing,CLOUD,ERA2010,B,631
IEEE International Conference on Cluster Computing,CLUSTER,CORE2021,A,632
IEEE International Conference on Cluster Computing,CLUSTER,CORE2020,A,632
IEEE International Conference on Cluster Computing,CLUSTER,CORE2018,A,632
IEEE International Conference on Cluster Computing,CLUSTER,CORE2017,A,632
IEEE International Conference on Cluster Computing,CLUSTER,CORE2014,A,632
IEEE International Conference on Cluster Computing,CLUSTER,CORE2013,A,632
IEEE International Conference on Cluster Computing,CLUSTER,ERA2010,A,632
IEEE International Conference on Cluster Computing,CLUSTER,CORE2008,A,632
IEEE International Conference on Cognitive Informatics,ICCI,CORE2021,C,633
IEEE International Conference on Cognitive Informatics,ICCI,CORE2020,C,633
IEEE International Conference on Cognitive Informatics,ICCI,CORE2018,C,633
IEEE International Conference on Cognitive Informatics,ICCI,CORE2017,C,633
IEEE International Conference on Cognitive Informatics,ICCI,CORE2014,C,633
IEEE International Conference on Cognitive Informatics,ICCI,CORE2013,C,633
IEEE International Conference on Cognitive Informatics,ICCI,ERA2010,C,633
IEEE International Conference on Communications,ICC,CORE2018,B,634
IEEE International Conference on Communications,ICC,CORE2017,B,634
IEEE International Conference on Communications,ICC,CORE2014,B,634
IEEE International Conference on Communications,ICC,CORE2013,B,634
IEEE International Conference on Communications,ICC,ERA2010,B,634
IEEE International Conference on Communications,ICC,CORE2008,A,634
IEEE International Conference on Computational Cybernetics,ICCC,CORE2018,C,635
IEEE International Conference on Computational Cybernetics,ICCC,CORE2017,C,635
IEEE International Conference on Computational Cybernetics,ICCC,CORE2014,C,635
IEEE International Conference on Computational Cybernetics,ICCC,CORE2013,C,635
IEEE International Conference on Computational Cybernetics,ICCC,ERA2010,C,635
IEEE International Conference on Computational Intelligence for Measurement Systems and Applications,CIMSA,CORE2018,C,636
IEEE International Conference on Computational Intelligence for Measurement Systems and Applications,CIMSA,CORE2017,C,636
IEEE International Conference on Computational Intelligence for Measurement Systems and Applications,CIMSA,CORE2014,C,636
IEEE International Conference on Computational Intelligence for Measurement Systems and Applications,CIMSA,CORE2013,C,636
IEEE International Conference on Computational Intelligence for Measurement Systems and Applications,CIMSA,ERA2010,C,636
IEEE International Conference on Computer and Information Technology,CIT,CORE2021,C,637
IEEE International Conference on Computer and Information Technology,CIT,CORE2020,C,637
IEEE International Conference on Computer and Information Technology,CIT,CORE2018,C,637
IEEE International Conference on Computer and Information Technology,CIT,CORE2017,C,637
IEEE International Conference on Computer and Information Technology,CIT,CORE2014,C,637
IEEE International Conference on Computer and Information Technology,CIT,CORE2013,C,637
IEEE International Conference on Computer and Information Technology,CIT,ERA2010,C,637
IEEE International Conference on Computer Vision,ICCV,CORE2021,A*,638
IEEE International Conference on Computer Vision,ICCV,CORE2020,A*,638
IEEE International Conference on Computer Vision,ICCV,CORE2018,A*,638
IEEE International Conference on Computer Vision,ICCV,CORE2017,A*,638
IEEE International Conference on Computer Vision,ICCV,CORE2014,A*,638
IEEE International Conference on Computer Vision,ICCV,CORE2013,A*,638
IEEE International Conference on Computer Vision,ICCV,ERA2010,A,638
IEEE International Conference on Computer Vision,ICCV,CORE2008,A*,638
IEEE International Conference on Control Applications,CCA,CORE2018,B,639
IEEE International Conference on Control Applications,CCA,CORE2017,B,639
IEEE International Conference on Control Applications,CCA,CORE2014,B,639
IEEE International Conference on Control Applications,CCA,CORE2013,B,639
IEEE International Conference on Control Applications,CCA,ERA2010,B,639
IEEE International Conference on Control Applications,CCA,CORE2008,B,639
IEEE International Conference on COTS-Based Software Systems,ICCBSS,CORE2018,C,640
IEEE International Conference on COTS-Based Software Systems,ICCBSS,CORE2017,C,640
IEEE International Conference on COTS-Based Software Systems,ICCBSS,CORE2014,C,640
IEEE International Conference on COTS-Based Software Systems,ICCBSS,CORE2013,C,640
IEEE International Conference on COTS-Based Software Systems,ICCBSS,ERA2010,C,640
IEEE International Conference on COTS-Based Software Systems,ICCBSS,CORE2008,B,640
IEEE International Conference on Cybernetics and Intelligent Systems,CIS,CORE2021,C,641
IEEE International Conference on Cybernetics and Intelligent Systems,CIS,CORE2020,C,641
IEEE International Conference on Cybernetics and Intelligent Systems,CIS,CORE2018,C,641
IEEE International Conference on Cybernetics and Intelligent Systems,CIS,CORE2017,C,641
IEEE International Conference on Cybernetics and Intelligent Systems,CIS,CORE2014,C,641
IEEE International Conference on Cybernetics and Intelligent Systems,CIS,CORE2013,C,641
IEEE International Conference on Cybernetics and Intelligent Systems,CIS,ERA2010,C,641
IEEE International Conference on Data Mining,ICDM,CORE2021,A*,642
IEEE International Conference on Data Mining,ICDM,CORE2020,A*,642
IEEE International Conference on Data Mining,ICDM,CORE2018,A*,642
IEEE International Conference on Data Mining,ICDM,CORE2017,A*,642
IEEE International Conference on Data Mining,ICDM,CORE2014,A*,642
IEEE International Conference on Data Mining,ICDM,CORE2013,A*,642
IEEE International Conference on Data Mining,ICDM,ERA2010,A,642
IEEE International Conference on Data Mining,ICDM,CORE2008,A*,642
IEEE International Conference on Digital EcoSystems and Technologies Conference,IEEE DEST,CORE2018,C,643
IEEE International Conference on Digital EcoSystems and Technologies Conference,IEEE DEST,CORE2017,C,643
IEEE International Conference on Digital EcoSystems and Technologies Conference,IEEE DEST,CORE2014,C,643
IEEE International Conference on Digital EcoSystems and Technologies Conference,IEEE DEST,CORE2013,C,643
IEEE International Conference on Digital EcoSystems and Technologies Conference,IEEE DEST,ERA2010,C,643
IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,CORE2021,B,644
IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,CORE2020,B,644
IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,CORE2018,B,644
IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,CORE2017,B,644
IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,CORE2014,B,644
IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,CORE2013,B,644
IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,ERA2010,B,644
IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,CORE2008,B,644
IEEE International Conference on e-Business Engineering,ICEBE,CORE2018,B,645
IEEE International Conference on e-Business Engineering,ICEBE,CORE2017,B,645
IEEE International Conference on e-Business Engineering,ICEBE,CORE2014,B,645
IEEE International Conference on e-Business Engineering,ICEBE,CORE2013,B,645
IEEE International Conference on e-Business Engineering,ICEBE,ERA2010,B,645
IEEE International Conference on e-Business Engineering,ICEBE,CORE2008,B,645
IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,CORE2021,B,646
IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,CORE2020,A,646
IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,CORE2018,A,646
IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,CORE2017,A,646
IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,CORE2014,A,646
IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,CORE2013,A,646
IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,ERA2010,A,646
IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,CORE2008,A,646
"IEEE International Conference on Enterprise Computing, E-Commerce and E-Services",EEE,CORE2018,C,647
"IEEE International Conference on Enterprise Computing, E-Commerce and E-Services",EEE,CORE2017,C,647
"IEEE International Conference on Enterprise Computing, E-Commerce and E-Services",EEE,CORE2014,C,647
"IEEE International Conference on Enterprise Computing, E-Commerce and E-Services",EEE,CORE2013,C,647
"IEEE International Conference on Enterprise Computing, E-Commerce and E-Services",EEE,ERA2010,C,647
"IEEE International Conference on Enterprise Computing, E-Commerce and E-Services",EEE,CORE2008,B,647
IEEE International Conference on e-Science and Grid Computing,e-Science,CORE2021,B,648
IEEE International Conference on e-Science and Grid Computing,e-Science,CORE2020,A,648
IEEE International Conference on e-Science and Grid Computing,e-Science,CORE2018,A,648
IEEE International Conference on e-Science and Grid Computing,e-Science,CORE2017,A,648
IEEE International Conference on e-Science and Grid Computing,e-Science,CORE2014,A,648
IEEE International Conference on e-Science and Grid Computing,e-Science,CORE2013,A,648
IEEE International Conference on e-Science and Grid Computing,e-Science,ERA2010,A,648
IEEE International Conference on e-Science and Grid Computing,e-Science,CORE2008,A,648
IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,CORE2021,B,649
IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,CORE2020,A,649
IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,CORE2018,A,649
IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,CORE2017,A,649
IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,CORE2014,A,649
IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,CORE2013,A,649
IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,ERA2010,A,649
IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,CORE2008,A,649
IEEE International Conference on Global Software Engineering,ICGSE,CORE2021,C,650
IEEE International Conference on Global Software Engineering,ICGSE,CORE2020,C,650
IEEE International Conference on Global Software Engineering,ICGSE,CORE2018,C,650
IEEE International Conference on Global Software Engineering,ICGSE,CORE2017,C,650
IEEE International Conference on Global Software Engineering,ICGSE,CORE2014,C,650
IEEE International Conference on Global Software Engineering,ICGSE,CORE2013,C,650
IEEE International Conference on Global Software Engineering,ICGSE,ERA2010,C,650
IEEE International Conference on Granular Computing,GrC,CORE2018,C,651
IEEE International Conference on Granular Computing,GrC,CORE2017,C,651
IEEE International Conference on Granular Computing,GrC,CORE2014,C,651
IEEE International Conference on Granular Computing,GrC,CORE2013,C,651
IEEE International Conference on Granular Computing,GrC,ERA2010,C,651
IEEE International Conference on High Performance Computing and Communications,HPCC,CORE2021,B,652
IEEE International Conference on High Performance Computing and Communications,HPCC,CORE2020,B,652
IEEE International Conference on High Performance Computing and Communications,HPCC,CORE2018,B,652
IEEE International Conference on High Performance Computing and Communications,HPCC,CORE2017,B,652
IEEE International Conference on High Performance Computing and Communications,HPCC,CORE2014,B,652
IEEE International Conference on High Performance Computing and Communications,HPCC,CORE2013,B,652
IEEE International Conference on High Performance Computing and Communications,HPCC,ERA2010,B,652
IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,CORE2021,B,653
IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,CORE2020,B,653
IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,CORE2018,B,653
IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,CORE2017,B,653
IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,CORE2014,B,653
IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,CORE2013,B,653
IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,ERA2010,B,653
IEEE International Conference on Image Processing,ICIP,CORE2021,B,654
IEEE International Conference on Image Processing,ICIP,CORE2020,B,654
IEEE International Conference on Image Processing,ICIP,CORE2018,B,654
IEEE International Conference on Image Processing,ICIP,CORE2017,B,654
IEEE International Conference on Image Processing,ICIP,CORE2014,B,654
IEEE International Conference on Image Processing,ICIP,CORE2013,B,654
IEEE International Conference on Image Processing,ICIP,ERA2010,B,654
IEEE International Conference on Image Processing,ICIP,CORE2008,A,654
IEEE International Conference on Industrial and Information Systems,ICIIS,ERA2010,C,655
IEEE International Conference on Information and Automation,IEEE ICIA,CORE2021,National: China,656
IEEE International Conference on Information and Automation,IEEE ICIA,CORE2020,National: China,656
IEEE International Conference on Information and Automation,IEEE ICIA,CORE2018,C,656
IEEE International Conference on Information and Automation,IEEE ICIA,CORE2017,C,656
IEEE International Conference on Information and Automation,IEEE ICIA,CORE2014,C,656
IEEE International Conference on Information and Automation,IEEE ICIA,CORE2013,C,656
IEEE International Conference on Information and Automation,IEEE ICIA,ERA2010,C,656
IEEE International Conference on Information Reuse and Integration,IRI,CORE2021,National: USA,657
IEEE International Conference on Information Reuse and Integration,IRI,CORE2020,National: USA,657
IEEE International Conference on Information Reuse and Integration,IRI,CORE2018,C,657
IEEE International Conference on Information Reuse and Integration,IRI,CORE2017,C,657
IEEE International Conference on Information Reuse and Integration,IRI,CORE2014,C,657
IEEE International Conference on Information Reuse and Integration,IRI,CORE2013,C,657
IEEE International Conference on Information Reuse and Integration,IRI,ERA2010,C,657
IEEE International Conference on Intelligence and Security Informatics,ISI,CORE2021,C,658
IEEE International Conference on Intelligence and Security Informatics,ISI,CORE2020,C,658
IEEE International Conference on Intelligence and Security Informatics,ISI,CORE2018,C,658
IEEE International Conference on Intelligence and Security Informatics,ISI,CORE2017,C,658
IEEE International Conference on Intelligence and Security Informatics,ISI,CORE2014,C,658
IEEE International Conference on Intelligence and Security Informatics,ISI,CORE2013,C,658
IEEE International Conference on Intelligence and Security Informatics,ISI,ERA2010,C,658
IEEE International Conference on Intelligence for Homeland Security and Personal Safety,CIHSPS,CORE2018,C,659
IEEE International Conference on Intelligence for Homeland Security and Personal Safety,CIHSPS,CORE2017,C,659
IEEE International Conference on Intelligence for Homeland Security and Personal Safety,CIHSPS,CORE2014,C,659
IEEE International Conference on Intelligence for Homeland Security and Personal Safety,CIHSPS,CORE2013,C,659
IEEE International Conference on Intelligence for Homeland Security and Personal Safety,CIHSPS,ERA2010,C,659
IEEE International Conference on Intelligent Computer Communication and Processing,ICCP,CORE2021,National: Romania,660
IEEE International Conference on Intelligent Computer Communication and Processing,ICCP,CORE2020,National: Romania,660
IEEE International Conference on Intelligent Computer Communication and Processing,ICCP,CORE2018,C,660
IEEE International Conference on Intelligent Computer Communication and Processing,ICCP,CORE2017,C,660
IEEE International Conference on Intelligent Computer Communication and Processing,ICCP,CORE2014,C,660
IEEE International Conference on Intelligent Computer Communication and Processing,ICCP,CORE2013,C,660
IEEE International Conference on Intelligent Computer Communication and Processing,ICCP,ERA2010,C,660
IEEE International Conference on Intelligent Systems,IEEE IS,CORE2021,C,661
IEEE International Conference on Intelligent Systems,IEEE IS,CORE2020,C,661
IEEE International Conference on Intelligent Systems,IEEE IS,CORE2018,C,661
IEEE International Conference on Intelligent Systems,IEEE IS,CORE2017,C,661
IEEE International Conference on Intelligent Systems,IEEE IS,CORE2014,C,661
IEEE International Conference on Intelligent Systems,IEEE IS,CORE2013,C,661
IEEE International Conference on Intelligent Systems,IEEE IS,ERA2010,C,661
IEEE International Conference on Mechatronics and Automation,,ERA2010,B,662
IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,CORE2021,B,663
IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,CORE2020,B,663
IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,CORE2018,B,663
IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,CORE2017,B,663
IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,CORE2014,B,663
IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,CORE2013,B,663
IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,ERA2010,B,663
IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,CORE2008,A,663
IEEE International Conference on Multimedia and Expo,ICME,CORE2021,A,664
IEEE International Conference on Multimedia and Expo,ICME,CORE2020,B,664
IEEE International Conference on Multimedia and Expo,ICME,CORE2018,B,664
IEEE International Conference on Multimedia and Expo,ICME,CORE2017,B,664
IEEE International Conference on Multimedia and Expo,ICME,CORE2014,B,664
IEEE International Conference on Multimedia and Expo,ICME,CORE2013,B,664
IEEE International Conference on Multimedia and Expo,ICME,ERA2010,B,664
IEEE International Conference on Multimedia and Expo,ICME,CORE2008,B,664
IEEE International Conference on Networks,ICON,CORE2018,B,665
IEEE International Conference on Networks,ICON,CORE2017,B,665
IEEE International Conference on Networks,ICON,CORE2014,B,665
IEEE International Conference on Networks,ICON,CORE2013,B,665
IEEE International Conference on Networks,ICON,ERA2010,B,665
IEEE International Conference on Networks,ICON,CORE2008,B,665
IEEE International Conference on Neural Networks,ICNN,CORE2018,B,666
IEEE International Conference on Neural Networks,ICNN,CORE2017,B,666
IEEE International Conference on Neural Networks,ICNN,CORE2014,B,666
IEEE International Conference on Neural Networks,ICNN,CORE2013,B,666
IEEE International Conference on Neural Networks,ICNN,ERA2010,B,666
IEEE International Conference on Neural Networks,ICNN,CORE2008,A,666
IEEE International Conference on Parallel Processing Workshops,WoPP,CORE2018,C,667
IEEE International Conference on Parallel Processing Workshops,WoPP,CORE2017,C,667
IEEE International Conference on Parallel Processing Workshops,WoPP,CORE2014,C,667
IEEE International Conference on Parallel Processing Workshops,WoPP,CORE2013,C,667
IEEE International Conference on Parallel Processing Workshops,WoPP,ERA2010,C,667
IEEE International Conference on Parallel Processing Workshops,WoPP,CORE2008,C,667
IEEE International Conference on Peer to Peer Computing,P2P,CORE2018,C,668
IEEE International Conference on Peer to Peer Computing,P2P,CORE2017,C,668
IEEE International Conference on Peer to Peer Computing,P2P,CORE2014,C,668
IEEE International Conference on Peer to Peer Computing,P2P,CORE2013,C,668
IEEE International Conference on Peer to Peer Computing,P2P,ERA2010,C,668
IEEE International Conference on Peer to Peer Computing,P2P,CORE2008,A,668
IEEE International Conference on Pervasive Computing and Communications,PERCOM,CORE2021,A*,669
IEEE International Conference on Pervasive Computing and Communications,PERCOM,CORE2020,A*,669
IEEE International Conference on Pervasive Computing and Communications,PERCOM,CORE2018,A*,669
IEEE International Conference on Pervasive Computing and Communications,PERCOM,CORE2017,A*,669
IEEE International Conference on Pervasive Computing and Communications,PERCOM,CORE2014,A*,669
IEEE International Conference on Pervasive Computing and Communications,PERCOM,CORE2013,A*,669
IEEE International Conference on Pervasive Computing and Communications,PERCOM,ERA2010,A,669
IEEE International Conference on Pervasive Computing and Communications,PERCOM,CORE2008,A*,669
IEEE International Conference on Radio Frequency Identification,IEEE RFID,CORE2018,B,670
IEEE International Conference on Radio Frequency Identification,IEEE RFID,CORE2017,B,670
IEEE International Conference on Radio Frequency Identification,IEEE RFID,CORE2014,B,670
IEEE International Conference on Radio Frequency Identification,IEEE RFID,CORE2013,B,670
IEEE International Conference on Radio Frequency Identification,IEEE RFID,ERA2010,B,670
IEEE International Conference on Radio Frequency Identification,IEEE RFID,CORE2008,B,670
IEEE International Conference on Robotics and Biomimetics,,ERA2010,B,671
IEEE International Conference on Robots and Automation,,ERA2010,A,672
IEEE International Conference on Service-Oriented Computing and Applications,SOCA,CORE2021,C,673
IEEE International Conference on Service-Oriented Computing and Applications,SOCA,CORE2020,C,673
IEEE International Conference on Service-Oriented Computing and Applications,SOCA,CORE2018,C,673
IEEE International Conference on Service-Oriented Computing and Applications,SOCA,CORE2017,C,673
IEEE International Conference on Service-Oriented Computing and Applications,SOCA,CORE2014,C,673
IEEE International Conference on Service-Oriented Computing and Applications,SOCA,CORE2013,C,673
IEEE International Conference on Service-Oriented Computing and Applications,SOCA,ERA2010,C,673
IEEE International Conference on Services Computing,SCC,CORE2021,B,674
IEEE International Conference on Services Computing,SCC,CORE2020,A,674
IEEE International Conference on Services Computing,SCC,CORE2018,A,674
IEEE International Conference on Services Computing,SCC,CORE2017,A,674
IEEE International Conference on Services Computing,SCC,CORE2014,A,674
IEEE International Conference on Services Computing,SCC,CORE2013,A,674
IEEE International Conference on Services Computing,SCC,ERA2010,A,674
IEEE International Conference on Services Computing,SCC,CORE2008,A,674
IEEE International Conference on Signal Processing and Communication,ICSPC,ERA2010,C,675
"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,CORE2021,A,676
"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,CORE2020,A,676
"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,CORE2018,A,676
"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,CORE2017,A,676
"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,CORE2014,A,676
"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,CORE2013,A,676
"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,ERA2010,A,676
"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,CORE2008,A,676
IEEE International Conference on Telecommunications,ICT,ERA2010,C,677
IEEE International Conference on Web Services,ICWS,CORE2021,A,678
IEEE International Conference on Web Services,ICWS,CORE2020,A,678
IEEE International Conference on Web Services,ICWS,CORE2018,A,678
IEEE International Conference on Web Services,ICWS,CORE2017,A,678
IEEE International Conference on Web Services,ICWS,CORE2014,A,678
IEEE International Conference on Web Services,ICWS,CORE2013,A,678
IEEE International Conference on Web Services,ICWS,ERA2010,A,678
IEEE International Conference on Web Services,ICWS,CORE2008,B,678
"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,CORE2021,B,679
"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,CORE2020,B,679
"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,CORE2018,B,679
"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,ERA2010,C,679
IEEE International Conference on Wireless Information Technology and Systems,ICWITS,CORE2018,B,680
IEEE International Conference on Wireless Information Technology and Systems,ICWITS,CORE2017,B,680
IEEE International Conference on Wireless Information Technology and Systems,ICWITS,CORE2014,B,680
IEEE International Conference on Wireless Information Technology and Systems,ICWITS,CORE2013,B,680
IEEE International Conference on Wireless Information Technology and Systems,ICWITS,ERA2010,B,680
IEEE International Dynamic Spectrum Access Networks Symposium,IEEE DYSPAN,ERA2010,B,681
IEEE International Enterprise Distributed Object Computing Conference,EDOC,CORE2021,B,682
IEEE International Enterprise Distributed Object Computing Conference,EDOC,CORE2020,B,682
IEEE International Enterprise Distributed Object Computing Conference,EDOC,CORE2018,B,682
IEEE International Enterprise Distributed Object Computing Conference,EDOC,CORE2017,B,682
IEEE International Enterprise Distributed Object Computing Conference,EDOC,CORE2014,B,682
IEEE International Enterprise Distributed Object Computing Conference,EDOC,CORE2013,B,682
IEEE International Enterprise Distributed Object Computing Conference,EDOC,ERA2010,B,682
IEEE International Geoscience and Remote Sensing Symposium,IGARSS,CORE2021,C,683
IEEE International Geoscience and Remote Sensing Symposium,IGARSS,CORE2020,C,683
IEEE International Geoscience and Remote Sensing Symposium,IGARSS,CORE2018,C,683
IEEE International Geoscience and Remote Sensing Symposium,IGARSS,CORE2017,C,683
IEEE International Geoscience and Remote Sensing Symposium,IGARSS,CORE2014,C,683
IEEE International Geoscience and Remote Sensing Symposium,IGARSS,CORE2013,C,683
IEEE International Geoscience and Remote Sensing Symposium,IGARSS,ERA2010,C,683
IEEE International Geoscience and Remote Sensing Symposium,IGARSS,CORE2008,C,683
IEEE International High Level Design Validation and Test Workshop,HLDVT,ERA2010,C,684
IEEE International Joint Conference on Neural Networks,IJCNN,CORE2021,B,685
IEEE International Joint Conference on Neural Networks,IJCNN,CORE2020,A,685
IEEE International Joint Conference on Neural Networks,IJCNN,CORE2018,A,685
IEEE International Joint Conference on Neural Networks,IJCNN,CORE2017,A,685
IEEE International Joint Conference on Neural Networks,IJCNN,CORE2014,A,685
IEEE International Joint Conference on Neural Networks,IJCNN,CORE2013,A,685
IEEE International Joint Conference on Neural Networks,IJCNN,ERA2010,A,685
IEEE International Joint Conference on Neural Networks,IJCNN,CORE2008,A,685
IEEE International Multioptic Conference,INMIC,CORE2018,C,686
IEEE International Multioptic Conference,INMIC,CORE2017,C,686
IEEE International Multioptic Conference,INMIC,CORE2014,C,686
IEEE International Multioptic Conference,INMIC,CORE2013,C,686
IEEE International Multioptic Conference,INMIC,ERA2010,C,686
IEEE International On-Line Testing Symposium,IOLTS,CORE2021,C,687
IEEE International On-Line Testing Symposium,IOLTS,CORE2020,C,687
IEEE International On-Line Testing Symposium,IOLTS,CORE2018,C,687
IEEE International On-Line Testing Symposium,IOLTS,CORE2017,C,687
IEEE International On-Line Testing Symposium,IOLTS,CORE2014,C,687
IEEE International On-Line Testing Symposium,IOLTS,CORE2013,C,687
IEEE International On-Line Testing Symposium,IOLTS,ERA2010,C,687
IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),IPDPS,CORE2021,A,688
IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),IPDPS,CORE2020,A,688
